beta_FJ647219.1,88,0.363636,0.215909,0.598485,0.382576,0.386139,0.349693,0.496032,0.389228,0.048516,0.420455,0.284091,0.181818,0.113636,33,0.375000,0.151515,0.181818,0.333333,0.333333,0.312500,0.647059,0.303030,0.080001,0.363636,0.083739,0.555556,0.086500,0.555556,0.086500,0.090909,0.227273,0.181818,0.500000,0.045455,0.125000,0.125000,0.704545,0.022727,0.204545,0.102273,0.670455,0.125000,0.159091,0.306818,0.409091
beta_KF923920.1,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
beta_KJ473822.1,82,0.382114,0.264228,0.634146,0.369919,0.318681,0.419355,0.494726,0.322079,0.048984,0.390244,0.243902,0.158537,0.207317,36,0.439024,0.194444,0.138889,0.194444,0.472222,0.291667,0.583333,0.388889,0.081250,0.277778,0.074651,0.388889,0.081250,0.648148,0.079591,0.073171,0.195122,0.134146,0.597561,0.073171,0.097561,0.158537,0.670732,0.036585,0.243902,0.097561,0.621951,0.170732,0.109756,0.256098,0.463415
beta_KM349744.1,82,0.357724,0.247967,0.626016,0.378049,0.290323,0.398693,0.497863,0.291569,0.047128,0.341463,0.341463,0.182927,0.134146,37,0.451220,0.270270,0.135135,0.189189,0.405405,0.400000,0.583333,0.513514,0.082169,0.270270,0.073009,0.378378,0.079731,0.603604,0.080416,0.060976,0.207317,0.170732,0.560976,0.036585,0.121951,0.146341,0.695122,0.036585,0.280488,0.097561,0.585366,0.097561,0.158537,0.353659,0.390244
beta_MG762674.1,76,0.328947,0.214912,0.609649,0.394737,0.288889,0.355072,0.498889,0.289532,0.047808,0.381579,0.355263,0.157895,0.105263,32,0.421053,0.343750,0.093750,0.125000,0.437500,0.440000,0.571429,0.562500,0.087695,0.187500,0.068998,0.250000,0.076547,0.625000,0.085582,0.092105,0.184211,0.131579,0.592105,0.013158,0.118421,0.118421,0.750000,0.039474,0.289474,0.092105,0.578947,0.144737,0.118421,0.368421,0.368421
beta_MT263439.1,75,0.386667,0.217778,0.622222,0.404444,0.417582,0.365672,0.512387,0.407487,0.051509,0.306667,0.360000,0.213333,0.120000,43,0.573333,0.209302,0.046512,0.186047,0.558140,0.272727,0.800000,0.418605,0.075232,0.093023,0.044296,0.372093,0.073712,0.705426,0.069517,0.093333,0.146667,0.093333,0.666667,0.026667,0.173333,0.186667,0.613333,0.013333,0.266667,0.106667,0.613333,0.106667,0.173333,0.373333,0.346667
beta_NC_004718.3,76,0.407895,0.228070,0.627193,0.399123,0.450549,0.379562,0.511111,0.440755,0.052045,0.302632,0.368421,0.197368,0.131579,44,0.578947,0.250000,0.090909,0.227273,0.431818,0.366667,0.714286,0.500000,0.075378,0.181818,0.058146,0.454545,0.075066,0.621212,0.073129,0.092105,0.144737,0.105263,0.657895,0.026316,0.157895,0.184211,0.631579,0.026316,0.289474,0.092105,0.592105,0.105263,0.157895,0.368421,0.368421
beta_NC_006577.2,82,0.284553,0.219512,0.585366,0.365854,0.177778,0.346154,0.493590,0.180087,0.040505,0.475610,0.219512,0.182927,0.121951,28,0.341463,0.178571,0.035714,0.035714,0.750000,0.192308,0.500000,0.357143,0.090552,0.071429,0.048670,0.071429,0.048670,0.833333,0.070430,0.060976,0.207317,0.170732,0.560976,0.036585,0.085366,0.146341,0.731707,0.036585,0.182927,0.085366,0.695122,0.195122,0.195122,0.268293,0.341463
beta_NC_019843.3,82,0.402439,0.264228,0.638211,0.373984,0.369565,0.422078,0.506494,0.364827,0.050188,0.365854,0.268293,0.182927,0.182927,37,0.451220,0.324324,0.243243,0.135135,0.297297,0.521739,0.357143,0.549550,0.081795,0.486486,0.082169,0.270270,0.073009,0.531532,0.082036,0.060976,0.195122,0.134146,0.609756,0.073171,0.121951,0.146341,0.658537,0.036585,0.219512,0.109756,0.634146,0.182927,0.109756,0.256098,0.451220
beta_NC_045512.2,75,0.386667,0.217778,0.622222,0.404444,0.417582,0.365672,0.512387,0.407487,0.051509,0.306667,0.360000,0.213333,0.120000,43,0.573333,0.209302,0.046512,0.186047,0.558140,0.272727,0.800000,0.418605,0.075232,0.093023,0.044296,0.372093,0.073712,0.705426,0.069517,0.093333,0.146667,0.093333,0.666667,0.026667,0.173333,0.186667,0.613333,0.013333,0.266667,0.106667,0.613333,0.106667,0.173333,0.373333,0.346667
gamma_EU111742.1,95,0.361404,0.263158,0.631579,0.368421,0.266667,0.416667,0.500000,0.266667,0.043156,0.378947,0.273684,0.168421,0.178947,37,0.389474,0.324324,0.189189,0.108108,0.378378,0.461538,0.363636,0.549550,0.081795,0.378378,0.079731,0.216216,0.067677,0.585586,0.080986,0.084211,0.178947,0.168421,0.568421,0.052632,0.073684,0.105263,0.768421,0.063158,0.263158,0.126316,0.547368,0.136842,0.147368,0.263158,0.452632
gamma_GU393332.1,109,0.354740,0.259939,0.620795,0.360856,0.262712,0.406699,0.505609,0.259797,0.040369,0.394495,0.275229,0.128440,0.201835,47,0.431193,0.489362,0.106383,0.063830,0.340426,0.589744,0.375000,0.659574,0.069118,0.212766,0.059697,0.127660,0.048677,0.560284,0.072400,0.183486,0.100917,0.165138,0.550459,0.036697,0.110092,0.165138,0.688073,0.055046,0.275229,0.073394,0.596330,0.119266,0.119266,0.201835,0.559633
gamma_JF705860.1,109,0.391437,0.275229,0.642202,0.366972,0.316667,0.434783,0.511218,0.309718,0.042209,0.348624,0.302752,0.137615,0.211009,49,0.449541,0.428571,0.081633,0.142857,0.346939,0.552632,0.636364,0.619048,0.069374,0.163265,0.052801,0.285714,0.064536,0.564626,0.070829,0.165138,0.091743,0.165138,0.577982,0.036697,0.137615,0.137615,0.688073,0.082569,0.256881,0.091743,0.568807,0.110092,0.119266,0.211009,0.559633
gamma_KC506155.1,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
gamma_KM454473.1,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
gamma_KU361188.1,102,0.375817,0.277778,0.643791,0.366013,0.267857,0.438144,0.510204,0.262500,0.041575,0.352941,0.245098,0.186275,0.215686,46,0.450980,0.456522,0.021739,0.152174,0.369565,0.552632,0.875000,0.637681,0.070871,0.043478,0.030068,0.304348,0.067843,0.579710,0.072778,0.156863,0.127451,0.137255,0.578431,0.039216,0.098039,0.166667,0.696078,0.088235,0.235294,0.107843,0.568627,0.127451,0.127451,0.176471,0.568627
gamma_KX077987.1,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
gamma_KX640829.1,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
gamma_MG738154.1,108,0.373457,0.265432,0.632716,0.367284,0.294118,0.419512,0.507282,0.289896,0.041592,0.361111,0.305556,0.129630,0.203704,45,0.416667,0.444444,0.133333,0.111111,0.311111,0.588235,0.454545,0.629630,0.071987,0.266667,0.065922,0.222222,0.061975,0.540741,0.074288,0.157407,0.111111,0.185185,0.546296,0.046296,0.148148,0.138889,0.666667,0.055556,0.259259,0.092593,0.592593,0.120370,0.101852,0.203704,0.574074
gamma_MK142676.1,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
delta_FJ376620.1,82,0.357724,0.243902,0.613821,0.369919,0.307692,0.387097,0.494792,0.310931,0.048522,0.378049,0.256098,0.195122,0.170732,38,0.463415,0.368421,0.078947,0.131579,0.421053,0.466667,0.625000,0.578947,0.080093,0.157895,0.059153,0.263158,0.071434,0.614035,0.078973,0.109756,0.219512,0.134146,0.536585,0.073171,0.109756,0.170732,0.646341,0.024390,0.219512,0.097561,0.658537,0.097561,0.146341,0.292683,0.463415
delta_FJ376621.1,82,0.373984,0.239837,0.605691,0.365854,0.366667,0.378205,0.491667,0.372881,0.050973,0.365854,0.317073,0.170732,0.146341,36,0.439024,0.333333,0.222222,0.083333,0.361111,0.480000,0.272727,0.555556,0.082817,0.444444,0.082817,0.166667,0.062113,0.574074,0.082414,0.109756,0.207317,0.170732,0.512195,0.073171,0.121951,0.121951,0.682927,0.024390,0.243902,0.097561,0.634146,0.060976,0.158537,0.341463,0.439024
delta_FJ376622.1,82,0.394309,0.256098,0.621951,0.365854,0.377778,0.403846,0.500000,0.377778,0.051106,0.353659,0.292683,0.195122,0.158537,36,0.439024,0.305556,0.333333,0.083333,0.277778,0.523810,0.200000,0.537037,0.083104,0.555556,0.082817,0.166667,0.062113,0.518519,0.083276,0.109756,0.158537,0.170732,0.560976,0.048780,0.109756,0.170732,0.670732,0.024390,0.268293,0.109756,0.597561,0.097561,0.182927,0.268293,0.451220
delta_MH532440.1,83,0.421687,0.261044,0.622490,0.361446,0.444444,0.408805,0.492708,0.451022,0.052451,0.337349,0.325301,0.168675,0.168675,40,0.481928,0.375000,0.225000,0.050000,0.350000,0.517241,0.181818,0.583333,0.077951,0.450000,0.078661,0.100000,0.047434,0.566667,0.078351,0.096386,0.180723,0.180723,0.542169,0.072289,0.120482,0.144578,0.662651,0.036145,0.265060,0.084337,0.614458,0.048193,0.180723,0.337349,0.433735
delta_MK993519.1,83,0.409639,0.261044,0.622490,0.361446,0.411111,0.408805,0.490506,0.419068,0.052010,0.361446,0.325301,0.132530,0.180723,37,0.445783,0.297297,0.189189,0.108108,0.405405,0.423077,0.363636,0.531532,0.082036,0.378378,0.079731,0.216216,0.067677,0.603604,0.080416,0.084337,0.180723,0.192771,0.542169,0.072289,0.108434,0.120482,0.698795,0.036145,0.289157,0.084337,0.590361,0.072289,0.156627,0.337349,0.433735
delta_NC_016991.1,82,0.353659,0.239837,0.601626,0.361789,0.314607,0.375796,0.491453,0.320078,0.049450,0.390244,0.280488,0.170732,0.158537,38,0.463415,0.368421,0.263158,0.078947,0.289474,0.560000,0.230769,0.578947,0.080093,0.508772,0.081098,0.157895,0.059153,0.526316,0.080998,0.109756,0.195122,0.158537,0.536585,0.048780,0.121951,0.170732,0.658537,0.036585,0.231707,0.073171,0.658537,0.073171,0.182927,0.329268,0.414634
delta_NC_016993.1,82,0.398374,0.243902,0.609756,0.365854,0.422222,0.384615,0.497863,0.424034,0.052093,0.341463,0.317073,0.207317,0.134146,37,0.451220,0.405405,0.351351,0.054054,0.189189,0.681818,0.133333,0.603604,0.080416,0.567568,0.081445,0.108108,0.051049,0.378378,0.079731,0.109756,0.170732,0.170732,0.548780,0.048780,0.134146,0.158537,0.658537,0.024390,0.243902,0.109756,0.621951,0.073171,0.195122,0.304878,0.426829
delta_NC_016994.1,82,0.378049,0.227642,0.597561,0.369919,0.406593,0.361290,0.490260,0.414671,0.051645,0.390244,0.304878,0.158537,0.146341,33,0.402439,0.363636,0.181818,0.090909,0.363636,0.500000,0.333333,0.575758,0.086034,0.363636,0.083739,0.181818,0.067141,0.575758,0.086034,0.085366,0.219512,0.195122,0.500000,0.060976,0.146341,0.121951,0.670732,0.012195,0.231707,0.109756,0.646341,0.097561,0.146341,0.317073,0.439024
delta_NC_016995.1,86,0.375969,0.259690,0.627907,0.368217,0.315789,0.411043,0.496951,0.317727,0.047769,0.337209,0.255814,0.267442,0.139535,39,0.453488,0.205128,0.179487,0.153846,0.461538,0.307692,0.461538,0.410256,0.078764,0.358974,0.076813,0.307692,0.073905,0.641026,0.076813,0.081395,0.186047,0.116279,0.616279,0.081395,0.058140,0.174419,0.686047,0.011628,0.244186,0.139535,0.604651,0.116279,0.220930,0.279070,0.383721
delta_NC_016996.1,82,0.317073,0.239837,0.597561,0.357724,0.215909,0.373418,0.489583,0.220503,0.044195,0.402439,0.280488,0.182927,0.134146,32,0.390244,0.312500,0.062500,0.093750,0.531250,0.370370,0.600000,0.541667,0.088081,0.125000,0.058463,0.187500,0.068998,0.687500,0.081938,0.109756,0.195122,0.146341,0.548780,0.048780,0.060976,0.146341,0.743902,0.024390,0.280488,0.097561,0.597561,0.134146,0.146341,0.292683,0.426829
